Subject,Fluency_Item,Switch_Value,Switch_Method
11116,amplify,0,delta_rise=0.0_fall=0.0
11116,and,1,delta_rise=0.0_fall=0.0
11116,apple,2,delta_rise=0.0_fall=0.25
11116,aardvark,1,delta_rise=0.0_fall=0.25
11116,ant,0,delta_rise=0.0_fall=0.25
11116,ant,0,delta_rise=0.0_fall=0.25
11116,eater,1,delta_rise=0.0_fall=0.25
11116,aunt,0,delta_rise=0.0_fall=0.25
11116,antecedent,0,delta_rise=0.0_fall=0.25
11116,anecdote,0,delta_rise=0.0_fall=0.25
11116,at,1,delta_rise=0.0_fall=0.25
11116,after,0,delta_rise=0.0_fall=0.25
11116,ample,1,delta_rise=0.0_fall=0.25
11116,amplify,0,delta_rise=0.0_fall=0.25
11116,and,1,delta_rise=0.0_fall=0.25
11116,apple,2,delta_rise=0.0_fall=0.5
11116,aardvark,1,delta_rise=0.0_fall=0.5
11116,ant,0,delta_rise=0.0_fall=0.5
11116,ant,0,delta_rise=0.0_fall=0.5
11116,eater,1,delta_rise=0.0_fall=0.5
11116,aunt,0,delta_rise=0.0_fall=0.5
11116,antecedent,0,delta_rise=0.0_fall=0.5
11116,anecdote,0,delta_rise=0.0_fall=0.5
11116,at,1,delta_rise=0.0_fall=0.5
11116,after,0,delta_rise=0.0_fall=0.5
11116,ample,1,delta_rise=0.0_fall=0.5
11116,amplify,0,delta_rise=0.0_fall=0.5
11116,and,1,delta_rise=0.0_fall=0.5
11116,apple,2,delta_rise=0.0_fall=0.75
11116,aardvark,1,delta_rise=0.0_fall=0.75
11116,ant,0,delta_rise=0.0_fall=0.75
11116,ant,0,delta_rise=0.0_fall=0.75
11116,eater,1,delta_rise=0.0_fall=0.75
11116,aunt,0,delta_rise=0.0_fall=0.75
11116,antecedent,0,delta_rise=0.0_fall=0.75
11116,anecdote,0,delta_rise=0.0_fall=0.75
11116,at,1,delta_rise=0.0_fall=0.75
11116,after,0,delta_rise=0.0_fall=0.75
11116,ample,1,delta_rise=0.0_fall=0.75
11116,amplify,0,delta_rise=0.0_fall=0.75
11116,and,1,delta_rise=0.0_fall=0.75
11116,apple,2,delta_rise=0.0_fall=1.0
11116,aardvark,1,delta_rise=0.0_fall=1.0
11116,ant,0,delta_rise=0.0_fall=1.0
11116,ant,0,delta_rise=0.0_fall=1.0
11116,eater,1,delta_rise=0.0_fall=1.0
11116,aunt,0,delta_rise=0.0_fall=1.0
11116,antecedent,0,delta_rise=0.0_fall=1.0
11116,anecdote,0,delta_rise=0.0_fall=1.0
11116,at,1,delta_rise=0.0_fall=1.0
11116,after,0,delta_rise=0.0_fall=1.0
11116,ample,1,delta_rise=0.0_fall=1.0
11116,amplify,0,delta_rise=0.0_fall=1.0
11116,and,0,delta_rise=0.0_fall=1.0
11116,apple,2,delta_rise=0.25_fall=0.0
11116,aardvark,1,delta_rise=0.25_fall=0.0
11116,ant,0,delta_rise=0.25_fall=0.0
11116,ant,0,delta_rise=0.25_fall=0.0
11116,eater,1,delta_rise=0.25_fall=0.0
11116,aunt,1,delta_rise=0.25_fall=0.0
11116,antecedent,1,delta_rise=0.25_fall=0.0
11116,anecdote,0,delta_rise=0.25_fall=0.0
11116,at,1,delta_rise=0.25_fall=0.0
11116,after,0,delta_rise=0.25_fall=0.0
11116,ample,1,delta_rise=0.25_fall=0.0
11116,amplify,0,delta_rise=0.25_fall=0.0
11116,and,1,delta_rise=0.25_fall=0.0
11116,apple,2,delta_rise=0.25_fall=0.25
11116,aardvark,1,delta_rise=0.25_fall=0.25
11116,ant,0,delta_rise=0.25_fall=0.25
11116,ant,0,delta_rise=0.25_fall=0.25
11116,eater,1,delta_rise=0.25_fall=0.25
11116,aunt,1,delta_rise=0.25_fall=0.25
11116,antecedent,1,delta_rise=0.25_fall=0.25
11116,anecdote,0,delta_rise=0.25_fall=0.25
11116,at,1,delta_rise=0.25_fall=0.25
11116,after,0,delta_rise=0.25_fall=0.25
11116,ample,1,delta_rise=0.25_fall=0.25
11116,amplify,0,delta_rise=0.25_fall=0.25
11116,and,1,delta_rise=0.25_fall=0.25
11116,apple,2,delta_rise=0.25_fall=0.5
11116,aardvark,1,delta_rise=0.25_fall=0.5
11116,ant,0,delta_rise=0.25_fall=0.5
11116,ant,0,delta_rise=0.25_fall=0.5
11116,eater,1,delta_rise=0.25_fall=0.5
11116,aunt,1,delta_rise=0.25_fall=0.5
11116,antecedent,1,delta_rise=0.25_fall=0.5
11116,anecdote,0,delta_rise=0.25_fall=0.5
11116,at,1,delta_rise=0.25_fall=0.5
11116,after,0,delta_rise=0.25_fall=0.5
11116,ample,1,delta_rise=0.25_fall=0.5
11116,amplify,0,delta_rise=0.25_fall=0.5
11116,and,1,delta_rise=0.25_fall=0.5
11116,apple,2,delta_rise=0.25_fall=0.75
11116,aardvark,1,delta_rise=0.25_fall=0.75
11116,ant,0,delta_rise=0.25_fall=0.75
11116,ant,0,delta_rise=0.25_fall=0.75
11116,eater,1,delta_rise=0.25_fall=0.75
11116,aunt,1,delta_rise=0.25_fall=0.75
11116,antecedent,1,delta_rise=0.25_fall=0.75
11116,anecdote,0,delta_rise=0.25_fall=0.75
11116,at,1,delta_rise=0.25_fall=0.75
11116,after,0,delta_rise=0.25_fall=0.75
11116,ample,1,delta_rise=0.25_fall=0.75
11116,amplify,0,delta_rise=0.25_fall=0.75
11116,and,1,delta_rise=0.25_fall=0.75
11116,apple,2,delta_rise=0.25_fall=1.0
11116,aardvark,1,delta_rise=0.25_fall=1.0
11116,ant,0,delta_rise=0.25_fall=1.0
11116,ant,0,delta_rise=0.25_fall=1.0
11116,eater,1,delta_rise=0.25_fall=1.0
11116,aunt,1,delta_rise=0.25_fall=1.0
11116,antecedent,1,delta_rise=0.25_fall=1.0
11116,anecdote,0,delta_rise=0.25_fall=1.0
11116,at,1,delta_rise=0.25_fall=1.0
11116,after,0,delta_rise=0.25_fall=1.0
11116,ample,1,delta_rise=0.25_fall=1.0
11116,amplify,0,delta_rise=0.25_fall=1.0
11116,and,0,delta_rise=0.25_fall=1.0
11116,apple,2,delta_rise=0.5_fall=0.0
11116,aardvark,1,delta_rise=0.5_fall=0.0
11116,ant,0,delta_rise=0.5_fall=0.0
11116,ant,0,delta_rise=0.5_fall=0.0
11116,eater,1,delta_rise=0.5_fall=0.0
11116,aunt,1,delta_rise=0.5_fall=0.0
11116,antecedent,1,delta_rise=0.5_fall=0.0
11116,anecdote,0,delta_rise=0.5_fall=0.0
11116,at,1,delta_rise=0.5_fall=0.0
11116,after,0,delta_rise=0.5_fall=0.0
11116,ample,1,delta_rise=0.5_fall=0.0
11116,amplify,0,delta_rise=0.5_fall=0.0
11116,and,1,delta_rise=0.5_fall=0.0
11116,apple,2,delta_rise=0.5_fall=0.25
11116,aardvark,1,delta_rise=0.5_fall=0.25
11116,ant,0,delta_rise=0.5_fall=0.25
11116,ant,0,delta_rise=0.5_fall=0.25
11116,eater,1,delta_rise=0.5_fall=0.25
11116,aunt,1,delta_rise=0.5_fall=0.25
11116,antecedent,1,delta_rise=0.5_fall=0.25
11116,anecdote,0,delta_rise=0.5_fall=0.25
11116,at,1,delta_rise=0.5_fall=0.25
11116,after,0,delta_rise=0.5_fall=0.25
11116,ample,1,delta_rise=0.5_fall=0.25
11116,amplify,0,delta_rise=0.5_fall=0.25
11116,and,1,delta_rise=0.5_fall=0.25
11116,apple,2,delta_rise=0.5_fall=0.5
11116,aardvark,1,delta_rise=0.5_fall=0.5
11116,ant,0,delta_rise=0.5_fall=0.5
11116,ant,0,delta_rise=0.5_fall=0.5
11116,eater,1,delta_rise=0.5_fall=0.5
11116,aunt,1,delta_rise=0.5_fall=0.5
11116,antecedent,1,delta_rise=0.5_fall=0.5
11116,anecdote,0,delta_rise=0.5_fall=0.5
11116,at,1,delta_rise=0.5_fall=0.5
11116,after,0,delta_rise=0.5_fall=0.5
11116,ample,1,delta_rise=0.5_fall=0.5
11116,amplify,0,delta_rise=0.5_fall=0.5
11116,and,1,delta_rise=0.5_fall=0.5
11116,apple,2,delta_rise=0.5_fall=0.75
11116,aardvark,1,delta_rise=0.5_fall=0.75
11116,ant,0,delta_rise=0.5_fall=0.75
11116,ant,0,delta_rise=0.5_fall=0.75
11116,eater,1,delta_rise=0.5_fall=0.75
11116,aunt,1,delta_rise=0.5_fall=0.75
11116,antecedent,1,delta_rise=0.5_fall=0.75
11116,anecdote,0,delta_rise=0.5_fall=0.75
11116,at,1,delta_rise=0.5_fall=0.75
11116,after,0,delta_rise=0.5_fall=0.75
11116,ample,1,delta_rise=0.5_fall=0.75
11116,amplify,0,delta_rise=0.5_fall=0.75
11116,and,1,delta_rise=0.5_fall=0.75
11116,apple,2,delta_rise=0.5_fall=1.0
11116,aardvark,1,delta_rise=0.5_fall=1.0
11116,ant,0,delta_rise=0.5_fall=1.0
11116,ant,0,delta_rise=0.5_fall=1.0
11116,eater,1,delta_rise=0.5_fall=1.0
11116,aunt,1,delta_rise=0.5_fall=1.0
11116,antecedent,1,delta_rise=0.5_fall=1.0
11116,anecdote,0,delta_rise=0.5_fall=1.0
11116,at,1,delta_rise=0.5_fall=1.0
11116,after,0,delta_rise=0.5_fall=1.0
11116,ample,1,delta_rise=0.5_fall=1.0
11116,amplify,0,delta_rise=0.5_fall=1.0
11116,and,0,delta_rise=0.5_fall=1.0
11116,apple,2,delta_rise=0.75_fall=0.0
11116,aardvark,1,delta_rise=0.75_fall=0.0
11116,ant,0,delta_rise=0.75_fall=0.0
11116,ant,0,delta_rise=0.75_fall=0.0
11116,eater,1,delta_rise=0.75_fall=0.0
11116,aunt,1,delta_rise=0.75_fall=0.0
11116,antecedent,1,delta_rise=0.75_fall=0.0
11116,anecdote,0,delta_rise=0.75_fall=0.0
11116,at,1,delta_rise=0.75_fall=0.0
11116,after,0,delta_rise=0.75_fall=0.0
11116,ample,1,delta_rise=0.75_fall=0.0
11116,amplify,0,delta_rise=0.75_fall=0.0
11116,and,1,delta_rise=0.75_fall=0.0
11116,apple,2,delta_rise=0.75_fall=0.25
11116,aardvark,1,delta_rise=0.75_fall=0.25
11116,ant,0,delta_rise=0.75_fall=0.25
11116,ant,0,delta_rise=0.75_fall=0.25
11116,eater,1,delta_rise=0.75_fall=0.25
11116,aunt,1,delta_rise=0.75_fall=0.25
11116,antecedent,1,delta_rise=0.75_fall=0.25
11116,anecdote,0,delta_rise=0.75_fall=0.25
11116,at,1,delta_rise=0.75_fall=0.25
11116,after,0,delta_rise=0.75_fall=0.25
11116,ample,1,delta_rise=0.75_fall=0.25
11116,amplify,0,delta_rise=0.75_fall=0.25
11116,and,1,delta_rise=0.75_fall=0.25
11116,apple,2,delta_rise=0.75_fall=0.5
11116,aardvark,1,delta_rise=0.75_fall=0.5
11116,ant,0,delta_rise=0.75_fall=0.5
11116,ant,0,delta_rise=0.75_fall=0.5
11116,eater,1,delta_rise=0.75_fall=0.5
11116,aunt,1,delta_rise=0.75_fall=0.5
11116,antecedent,1,delta_rise=0.75_fall=0.5
11116,anecdote,0,delta_rise=0.75_fall=0.5
11116,at,1,delta_rise=0.75_fall=0.5
11116,after,0,delta_rise=0.75_fall=0.5
11116,ample,1,delta_rise=0.75_fall=0.5
11116,amplify,0,delta_rise=0.75_fall=0.5
11116,and,1,delta_rise=0.75_fall=0.5
11116,apple,2,delta_rise=0.75_fall=0.75
11116,aardvark,1,delta_rise=0.75_fall=0.75
11116,ant,0,delta_rise=0.75_fall=0.75
11116,ant,0,delta_rise=0.75_fall=0.75
11116,eater,1,delta_rise=0.75_fall=0.75
11116,aunt,1,delta_rise=0.75_fall=0.75
11116,antecedent,1,delta_rise=0.75_fall=0.75
11116,anecdote,0,delta_rise=0.75_fall=0.75
11116,at,1,delta_rise=0.75_fall=0.75
11116,after,0,delta_rise=0.75_fall=0.75
11116,ample,1,delta_rise=0.75_fall=0.75
11116,amplify,0,delta_rise=0.75_fall=0.75
11116,and,1,delta_rise=0.75_fall=0.75
11116,apple,2,delta_rise=0.75_fall=1.0
11116,aardvark,1,delta_rise=0.75_fall=1.0
11116,ant,0,delta_rise=0.75_fall=1.0
11116,ant,0,delta_rise=0.75_fall=1.0
11116,eater,1,delta_rise=0.75_fall=1.0
11116,aunt,1,delta_rise=0.75_fall=1.0
11116,antecedent,1,delta_rise=0.75_fall=1.0
11116,anecdote,0,delta_rise=0.75_fall=1.0
11116,at,1,delta_rise=0.75_fall=1.0
11116,after,0,delta_rise=0.75_fall=1.0
11116,ample,1,delta_rise=0.75_fall=1.0
11116,amplify,0,delta_rise=0.75_fall=1.0
11116,and,0,delta_rise=0.75_fall=1.0
11116,apple,2,delta_rise=1.0_fall=0.0
11116,aardvark,1,delta_rise=1.0_fall=0.0
11116,ant,0,delta_rise=1.0_fall=0.0
11116,ant,0,delta_rise=1.0_fall=0.0
11116,eater,1,delta_rise=1.0_fall=0.0
11116,aunt,1,delta_rise=1.0_fall=0.0
11116,antecedent,1,delta_rise=1.0_fall=0.0
11116,anecdote,1,delta_rise=1.0_fall=0.0
11116,at,1,delta_rise=1.0_fall=0.0
11116,after,0,delta_rise=1.0_fall=0.0
11116,ample,1,delta_rise=1.0_fall=0.0
11116,amplify,1,delta_rise=1.0_fall=0.0
11116,and,1,delta_rise=1.0_fall=0.0
11116,apple,2,delta_rise=1.0_fall=0.25
11116,aardvark,1,delta_rise=1.0_fall=0.25
11116,ant,0,delta_rise=1.0_fall=0.25
11116,ant,0,delta_rise=1.0_fall=0.25
11116,eater,1,delta_rise=1.0_fall=0.25
11116,aunt,1,delta_rise=1.0_fall=0.25
11116,antecedent,1,delta_rise=1.0_fall=0.25
11116,anecdote,1,delta_rise=1.0_fall=0.25
11116,at,1,delta_rise=1.0_fall=0.25
11116,after,0,delta_rise=1.0_fall=0.25
11116,ample,1,delta_rise=1.0_fall=0.25
11116,amplify,1,delta_rise=1.0_fall=0.25
11116,and,1,delta_rise=1.0_fall=0.25
11116,apple,2,delta_rise=1.0_fall=0.5
11116,aardvark,1,delta_rise=1.0_fall=0.5
11116,ant,0,delta_rise=1.0_fall=0.5
11116,ant,0,delta_rise=1.0_fall=0.5
11116,eater,1,delta_rise=1.0_fall=0.5
11116,aunt,1,delta_rise=1.0_fall=0.5
11116,antecedent,1,delta_rise=1.0_fall=0.5
11116,anecdote,1,delta_rise=1.0_fall=0.5
11116,at,1,delta_rise=1.0_fall=0.5
11116,after,0,delta_rise=1.0_fall=0.5
11116,ample,1,delta_rise=1.0_fall=0.5
11116,amplify,1,delta_rise=1.0_fall=0.5
11116,and,1,delta_rise=1.0_fall=0.5
11116,apple,2,delta_rise=1.0_fall=0.75
11116,aardvark,1,delta_rise=1.0_fall=0.75
11116,ant,0,delta_rise=1.0_fall=0.75
11116,ant,0,delta_rise=1.0_fall=0.75
11116,eater,1,delta_rise=1.0_fall=0.75
11116,aunt,1,delta_rise=1.0_fall=0.75
11116,antecedent,1,delta_rise=1.0_fall=0.75
11116,anecdote,1,delta_rise=1.0_fall=0.75
11116,at,1,delta_rise=1.0_fall=0.75
11116,after,0,delta_rise=1.0_fall=0.75
11116,ample,1,delta_rise=1.0_fall=0.75
11116,amplify,1,delta_rise=1.0_fall=0.75
11116,and,1,delta_rise=1.0_fall=0.75
11116,apple,2,delta_rise=1.0_fall=1.0
11116,aardvark,1,delta_rise=1.0_fall=1.0
11116,ant,0,delta_rise=1.0_fall=1.0
11116,ant,0,delta_rise=1.0_fall=1.0
11116,eater,1,delta_rise=1.0_fall=1.0
11116,aunt,1,delta_rise=1.0_fall=1.0
11116,antecedent,1,delta_rise=1.0_fall=1.0
11116,anecdote,1,delta_rise=1.0_fall=1.0
11116,at,1,delta_rise=1.0_fall=1.0
11116,after,0,delta_rise=1.0_fall=1.0
11116,ample,1,delta_rise=1.0_fall=1.0
11116,amplify,1,delta_rise=1.0_fall=1.0
11116,and,1,delta_rise=1.0_fall=1.0
11117,apple,2,simdrop
11117,angry,0,simdrop
11117,aggravated,0,simdrop
11117,assault,0,simdrop
11117,anus,1,simdrop
11117,alphabet,0,simdrop
11117,analytical,1,simdrop
11117,admission,0,simdrop
11117,appreciation,0,simdrop
11117,appraise,2,simdrop
11117,apple,2,delta_rise=0.0_fall=0.0
11117,angry,1,delta_rise=0.0_fall=0.0
11117,aggravated,0,delta_rise=0.0_fall=0.0
11117,assault,1,delta_rise=0.0_fall=0.0
11117,anus,1,delta_rise=0.0_fall=0.0
11117,alphabet,0,delta_rise=0.0_fall=0.0
11117,analytical,1,delta_rise=0.0_fall=0.0
11117,admission,0,delta_rise=0.0_fall=0.0
11117,appreciation,0,delta_rise=0.0_fall=0.0
11117,appraise,0,delta_rise=0.0_fall=0.0
11117,apple,2,delta_rise=0.0_fall=0.25
11117,angry,1,delta_rise=0.0_fall=0.25
11117,aggravated,0,delta_rise=0.0_fall=0.25
11117,assault,0,delta_rise=0.0_fall=0.25
11117,anus,1,delta_rise=0.0_fall=0.25
11117,alphabet,0,delta_rise=0.0_fall=0.25
11117,analytical,1,delta_rise=0.0_fall=0.25
11117,admission,0,delta_rise=0.0_fall=0.25
11117,appreciation,0,delta_rise=0.0_fall=0.25
11117,appraise,0,delta_rise=0.0_fall=0.25
11117,apple,2,delta_rise=0.0_fall=0.5
11117,angry,1,delta_rise=0.0_fall=0.5
11117,aggravated,0,delta_rise=0.0_fall=0.5
11117,assault,0,delta_rise=0.0_fall=0.5
11117,anus,1,delta_rise=0.0_fall=0.5
11117,alphabet,0,delta_rise=0.0_fall=0.5
11117,analytical,1,delta_rise=0.0_fall=0.5
11117,admission,0,delta_rise=0.0_fall=0.5
11117,appreciation,0,delta_rise=0.0_fall=0.5
11117,appraise,0,delta_rise=0.0_fall=0.5
11117,apple,2,delta_rise=0.0_fall=0.75
11117,angry,1,delta_rise=0.0_fall=0.75
11117,aggravated,0,delta_rise=0.0_fall=0.75
11117,assault,0,delta_rise=0.0_fall=0.75
11117,anus,1,delta_rise=0.0_fall=0.75
11117,alphabet,0,delta_rise=0.0_fall=0.75
11117,analytical,0,delta_rise=0.0_fall=0.75
11117,admission,0,delta_rise=0.0_fall=0.75
11117,appreciation,0,delta_rise=0.0_fall=0.75
11117,appraise,0,delta_rise=0.0_fall=0.75
11117,apple,2,delta_rise=0.0_fall=1.0
11117,angry,1,delta_rise=0.0_fall=1.0
11117,aggravated,0,delta_rise=0.0_fall=1.0
11117,assault,0,delta_rise=0.0_fall=1.0
11117,anus,1,delta_rise=0.0_fall=1.0
11117,alphabet,0,delta_rise=0.0_fall=1.0
11117,analytical,0,delta_rise=0.0_fall=1.0
11117,admission,0,delta_rise=0.0_fall=1.0
11117,appreciation,0,delta_rise=0.0_fall=1.0
11117,appraise,0,delta_rise=0.0_fall=1.0
11117,apple,2,delta_rise=0.25_fall=0.0
11117,angry,1,delta_rise=0.25_fall=0.0
11117,aggravated,0,delta_rise=0.25_fall=0.0
11117,assault,1,delta_rise=0.25_fall=0.0
11117,anus,1,delta_rise=0.25_fall=0.0
11117,alphabet,0,delta_rise=0.25_fall=0.0
11117,analytical,1,delta_rise=0.25_fall=0.0
11117,admission,1,delta_rise=0.25_fall=0.0
11117,appreciation,0,delta_rise=0.25_fall=0.0
11117,appraise,0,delta_rise=0.25_fall=0.0
11117,apple,2,delta_rise=0.25_fall=0.25
11117,angry,1,delta_rise=0.25_fall=0.25
11117,aggravated,0,delta_rise=0.25_fall=0.25
11117,assault,0,delta_rise=0.25_fall=0.25
11117,anus,1,delta_rise=0.25_fall=0.25
11117,alphabet,0,delta_rise=0.25_fall=0.25
11117,analytical,1,delta_rise=0.25_fall=0.25
11117,admission,1,delta_rise=0.25_fall=0.25
11117,appreciation,0,delta_rise=0.25_fall=0.25
11117,appraise,0,delta_rise=0.25_fall=0.25
11117,apple,2,delta_rise=0.25_fall=0.5
11117,angry,1,delta_rise=0.25_fall=0.5
11117,aggravated,0,delta_rise=0.25_fall=0.5
11117,assault,0,delta_rise=0.25_fall=0.5
11117,anus,1,delta_rise=0.25_fall=0.5
11117,alphabet,0,delta_rise=0.25_fall=0.5
11117,analytical,1,delta_rise=0.25_fall=0.5
11117,admission,1,delta_rise=0.25_fall=0.5
11117,appreciation,0,delta_rise=0.25_fall=0.5
11117,appraise,0,delta_rise=0.25_fall=0.5
11117,apple,2,delta_rise=0.25_fall=0.75
11117,angry,1,delta_rise=0.25_fall=0.75
11117,aggravated,0,delta_rise=0.25_fall=0.75
11117,assault,0,delta_rise=0.25_fall=0.75
11117,anus,1,delta_rise=0.25_fall=0.75
11117,alphabet,0,delta_rise=0.25_fall=0.75
11117,analytical,0,delta_rise=0.25_fall=0.75
11117,admission,0,delta_rise=0.25_fall=0.75
11117,appreciation,0,delta_rise=0.25_fall=0.75
11117,appraise,0,delta_rise=0.25_fall=0.75
11117,apple,2,delta_rise=0.25_fall=1.0
11117,angry,1,delta_rise=0.25_fall=1.0
11117,aggravated,0,delta_rise=0.25_fall=1.0
11117,assault,0,delta_rise=0.25_fall=1.0
11117,anus,1,delta_rise=0.25_fall=1.0
11117,alphabet,0,delta_rise=0.25_fall=1.0
11117,analytical,0,delta_rise=0.25_fall=1.0
11117,admission,0,delta_rise=0.25_fall=1.0
11117,appreciation,0,delta_rise=0.25_fall=1.0
11117,appraise,0,delta_rise=0.25_fall=1.0
11117,apple,2,delta_rise=0.5_fall=0.0
11117,angry,1,delta_rise=0.5_fall=0.0
11117,aggravated,0,delta_rise=0.5_fall=0.0
11117,assault,1,delta_rise=0.5_fall=0.0
11117,anus,1,delta_rise=0.5_fall=0.0
11117,alphabet,1,delta_rise=0.5_fall=0.0
11117,analytical,1,delta_rise=0.5_fall=0.0
11117,admission,1,delta_rise=0.5_fall=0.0
11117,appreciation,0,delta_rise=0.5_fall=0.0
11117,appraise,0,delta_rise=0.5_fall=0.0
11117,apple,2,delta_rise=0.5_fall=0.25
11117,angry,1,delta_rise=0.5_fall=0.25
11117,aggravated,0,delta_rise=0.5_fall=0.25
11117,assault,0,delta_rise=0.5_fall=0.25
11117,anus,1,delta_rise=0.5_fall=0.25
11117,alphabet,1,delta_rise=0.5_fall=0.25
11117,analytical,1,delta_rise=0.5_fall=0.25
11117,admission,1,delta_rise=0.5_fall=0.25
11117,appreciation,0,delta_rise=0.5_fall=0.25
11117,appraise,0,delta_rise=0.5_fall=0.25
11117,apple,2,delta_rise=0.5_fall=0.5
11117,angry,1,delta_rise=0.5_fall=0.5
11117,aggravated,0,delta_rise=0.5_fall=0.5
11117,assault,0,delta_rise=0.5_fall=0.5
11117,anus,1,delta_rise=0.5_fall=0.5
11117,alphabet,1,delta_rise=0.5_fall=0.5
11117,analytical,1,delta_rise=0.5_fall=0.5
11117,admission,1,delta_rise=0.5_fall=0.5
11117,appreciation,0,delta_rise=0.5_fall=0.5
11117,appraise,0,delta_rise=0.5_fall=0.5
11117,apple,2,delta_rise=0.5_fall=0.75
11117,angry,1,delta_rise=0.5_fall=0.75
11117,aggravated,0,delta_rise=0.5_fall=0.75
11117,assault,0,delta_rise=0.5_fall=0.75
11117,anus,1,delta_rise=0.5_fall=0.75
11117,alphabet,1,delta_rise=0.5_fall=0.75
11117,analytical,1,delta_rise=0.5_fall=0.75
11117,admission,1,delta_rise=0.5_fall=0.75
11117,appreciation,0,delta_rise=0.5_fall=0.75
11117,appraise,0,delta_rise=0.5_fall=0.75
11117,apple,2,delta_rise=0.5_fall=1.0
11117,angry,1,delta_rise=0.5_fall=1.0
11117,aggravated,0,delta_rise=0.5_fall=1.0
11117,assault,0,delta_rise=0.5_fall=1.0
11117,anus,1,delta_rise=0.5_fall=1.0
11117,alphabet,1,delta_rise=0.5_fall=1.0
11117,analytical,1,delta_rise=0.5_fall=1.0
11117,admission,1,delta_rise=0.5_fall=1.0
11117,appreciation,0,delta_rise=0.5_fall=1.0
11117,appraise,0,delta_rise=0.5_fall=1.0
11117,apple,2,delta_rise=0.75_fall=0.0
11117,angry,1,delta_rise=0.75_fall=0.0
11117,aggravated,0,delta_rise=0.75_fall=0.0
11117,assault,1,delta_rise=0.75_fall=0.0
11117,anus,1,delta_rise=0.75_fall=0.0
11117,alphabet,1,delta_rise=0.75_fall=0.0
11117,analytical,1,delta_rise=0.75_fall=0.0
11117,admission,1,delta_rise=0.75_fall=0.0
11117,appreciation,1,delta_rise=0.75_fall=0.0
11117,appraise,0,delta_rise=0.75_fall=0.0
11117,apple,2,delta_rise=0.75_fall=0.25
11117,angry,1,delta_rise=0.75_fall=0.25
11117,aggravated,0,delta_rise=0.75_fall=0.25
11117,assault,0,delta_rise=0.75_fall=0.25
11117,anus,1,delta_rise=0.75_fall=0.25
11117,alphabet,1,delta_rise=0.75_fall=0.25
11117,analytical,1,delta_rise=0.75_fall=0.25
11117,admission,1,delta_rise=0.75_fall=0.25
11117,appreciation,1,delta_rise=0.75_fall=0.25
11117,appraise,0,delta_rise=0.75_fall=0.25
11117,apple,2,delta_rise=0.75_fall=0.5
11117,angry,1,delta_rise=0.75_fall=0.5
11117,aggravated,0,delta_rise=0.75_fall=0.5
11117,assault,0,delta_rise=0.75_fall=0.5
11117,anus,1,delta_rise=0.75_fall=0.5
11117,alphabet,1,delta_rise=0.75_fall=0.5
11117,analytical,1,delta_rise=0.75_fall=0.5
11117,admission,1,delta_rise=0.75_fall=0.5
11117,appreciation,1,delta_rise=0.75_fall=0.5
11117,appraise,0,delta_rise=0.75_fall=0.5
11117,apple,2,delta_rise=0.75_fall=0.75
11117,angry,1,delta_rise=0.75_fall=0.75
11117,aggravated,0,delta_rise=0.75_fall=0.75
11117,assault,0,delta_rise=0.75_fall=0.75
11117,anus,1,delta_rise=0.75_fall=0.75
11117,alphabet,1,delta_rise=0.75_fall=0.75
11117,analytical,1,delta_rise=0.75_fall=0.75
11117,admission,1,delta_rise=0.75_fall=0.75
11117,appreciation,1,delta_rise=0.75_fall=0.75
11117,appraise,0,delta_rise=0.75_fall=0.75
11117,apple,2,delta_rise=0.75_fall=1.0
11117,angry,1,delta_rise=0.75_fall=1.0
11117,aggravated,0,delta_rise=0.75_fall=1.0
11117,assault,0,delta_rise=0.75_fall=1.0
11117,anus,1,delta_rise=0.75_fall=1.0
11117,alphabet,1,delta_rise=0.75_fall=1.0
11117,analytical,1,delta_rise=0.75_fall=1.0
11117,admission,1,delta_rise=0.75_fall=1.0
11117,appreciation,1,delta_rise=0.75_fall=1.0
11117,appraise,0,delta_rise=0.75_fall=1.0
11117,apple,2,delta_rise=1.0_fall=0.0
11117,angry,1,delta_rise=1.0_fall=0.0
11117,aggravated,0,delta_rise=1.0_fall=0.0
11117,assault,1,delta_rise=1.0_fall=0.0
11117,anus,1,delta_rise=1.0_fall=0.0
11117,alphabet,1,delta_rise=1.0_fall=0.0
11117,analytical,1,delta_rise=1.0_fall=0.0
11117,admission,1,delta_rise=1.0_fall=0.0
11117,appreciation,1,delta_rise=1.0_fall=0.0
11117,appraise,0,delta_rise=1.0_fall=0.0
11117,apple,2,delta_rise=1.0_fall=0.25
11117,angry,1,delta_rise=1.0_fall=0.25
11117,aggravated,0,delta_rise=1.0_fall=0.25
11117,assault,0,delta_rise=1.0_fall=0.25
11117,anus,1,delta_rise=1.0_fall=0.25
11117,alphabet,1,delta_rise=1.0_fall=0.25
11117,analytical,1,delta_rise=1.0_fall=0.25
11117,admission,1,delta_rise=1.0_fall=0.25
11117,appreciation,1,delta_rise=1.0_fall=0.25
11117,appraise,0,delta_rise=1.0_fall=0.25
11117,apple,2,delta_rise=1.0_fall=0.5
11117,angry,1,delta_rise=1.0_fall=0.5
11117,aggravated,0,delta_rise=1.0_fall=0.5
11117,assault,0,delta_rise=1.0_fall=0.5
11117,anus,1,delta_rise=1.0_fall=0.5
11117,alphabet,1,delta_rise=1.0_fall=0.5
11117,analytical,1,delta_rise=1.0_fall=0.5
