Subject,Fluency_Item,Switch_Value,Switch_Method
1329,snack,1,delta_rise=0.5_fall=0.0
1329,snap,1,delta_rise=0.5_fall=0.0
1329,snit,0,delta_rise=0.5_fall=0.0
1329,sane,2,delta_rise=0.5_fall=0.25
1329,sample,1,delta_rise=0.5_fall=0.25
1329,ship,0,delta_rise=0.5_fall=0.25
1329,sought,0,delta_rise=0.5_fall=0.25
1329,santa,1,delta_rise=0.5_fall=0.25
1329,sack,0,delta_rise=0.5_fall=0.25
1329,sash,0,delta_rise=0.5_fall=0.25
1329,sympathize,1,delta_rise=0.5_fall=0.25
1329,simple,0,delta_rise=0.5_fall=0.25
1329,stack,0,delta_rise=0.5_fall=0.25
1329,stock,0,delta_rise=0.5_fall=0.25
1329,sap,1,delta_rise=0.5_fall=0.25
1329,similar,1,delta_rise=0.5_fall=0.25
1329,sister,0,delta_rise=0.5_fall=0.25
1329,stand,0,delta_rise=0.5_fall=0.25
1329,stem,0,delta_rise=0.5_fall=0.25
1329,snow,1,delta_rise=0.5_fall=0.25
1329,snack,1,delta_rise=0.5_fall=0.25
1329,snap,1,delta_rise=0.5_fall=0.25
1329,snit,0,delta_rise=0.5_fall=0.25
1329,sane,2,delta_rise=0.5_fall=0.5
1329,sample,1,delta_rise=0.5_fall=0.5
1329,ship,0,delta_rise=0.5_fall=0.5
1329,sought,0,delta_rise=0.5_fall=0.5
1329,santa,1,delta_rise=0.5_fall=0.5
1329,sack,0,delta_rise=0.5_fall=0.5
1329,sash,0,delta_rise=0.5_fall=0.5
1329,sympathize,1,delta_rise=0.5_fall=0.5
1329,simple,0,delta_rise=0.5_fall=0.5
1329,stack,0,delta_rise=0.5_fall=0.5
1329,stock,0,delta_rise=0.5_fall=0.5
1329,sap,1,delta_rise=0.5_fall=0.5
1329,similar,1,delta_rise=0.5_fall=0.5
1329,sister,0,delta_rise=0.5_fall=0.5
1329,stand,0,delta_rise=0.5_fall=0.5
1329,stem,0,delta_rise=0.5_fall=0.5
1329,snow,1,delta_rise=0.5_fall=0.5
1329,snack,1,delta_rise=0.5_fall=0.5
1329,snap,1,delta_rise=0.5_fall=0.5
1329,snit,0,delta_rise=0.5_fall=0.5
1329,sane,2,delta_rise=0.5_fall=0.75
1329,sample,1,delta_rise=0.5_fall=0.75
1329,ship,0,delta_rise=0.5_fall=0.75
1329,sought,0,delta_rise=0.5_fall=0.75
1329,santa,1,delta_rise=0.5_fall=0.75
1329,sack,0,delta_rise=0.5_fall=0.75
1329,sash,0,delta_rise=0.5_fall=0.75
1329,sympathize,1,delta_rise=0.5_fall=0.75
1329,simple,0,delta_rise=0.5_fall=0.75
1329,stack,0,delta_rise=0.5_fall=0.75
1329,stock,0,delta_rise=0.5_fall=0.75
1329,sap,1,delta_rise=0.5_fall=0.75
1329,similar,1,delta_rise=0.5_fall=0.75
1329,sister,0,delta_rise=0.5_fall=0.75
1329,stand,0,delta_rise=0.5_fall=0.75
1329,stem,0,delta_rise=0.5_fall=0.75
1329,snow,1,delta_rise=0.5_fall=0.75
1329,snack,1,delta_rise=0.5_fall=0.75
1329,snap,1,delta_rise=0.5_fall=0.75
1329,snit,0,delta_rise=0.5_fall=0.75
1329,sane,2,delta_rise=0.5_fall=1.0
1329,sample,1,delta_rise=0.5_fall=1.0
1329,ship,0,delta_rise=0.5_fall=1.0
1329,sought,0,delta_rise=0.5_fall=1.0
1329,santa,1,delta_rise=0.5_fall=1.0
1329,sack,0,delta_rise=0.5_fall=1.0
1329,sash,0,delta_rise=0.5_fall=1.0
1329,sympathize,1,delta_rise=0.5_fall=1.0
1329,simple,0,delta_rise=0.5_fall=1.0
1329,stack,0,delta_rise=0.5_fall=1.0
1329,stock,0,delta_rise=0.5_fall=1.0
1329,sap,1,delta_rise=0.5_fall=1.0
1329,similar,1,delta_rise=0.5_fall=1.0
1329,sister,0,delta_rise=0.5_fall=1.0
1329,stand,0,delta_rise=0.5_fall=1.0
1329,stem,0,delta_rise=0.5_fall=1.0
1329,snow,0,delta_rise=0.5_fall=1.0
1329,snack,0,delta_rise=0.5_fall=1.0
1329,snap,0,delta_rise=0.5_fall=1.0
1329,snit,0,delta_rise=0.5_fall=1.0
1329,sane,2,delta_rise=0.75_fall=0.0
1329,sample,1,delta_rise=0.75_fall=0.0
1329,ship,0,delta_rise=0.75_fall=0.0
1329,sought,0,delta_rise=0.75_fall=0.0
1329,santa,1,delta_rise=0.75_fall=0.0
1329,sack,0,delta_rise=0.75_fall=0.0
1329,sash,0,delta_rise=0.75_fall=0.0
1329,sympathize,1,delta_rise=0.75_fall=0.0
1329,simple,1,delta_rise=0.75_fall=0.0
1329,stack,1,delta_rise=0.75_fall=0.0
1329,stock,1,delta_rise=0.75_fall=0.0
1329,sap,1,delta_rise=0.75_fall=0.0
1329,similar,1,delta_rise=0.75_fall=0.0
1329,sister,0,delta_rise=0.75_fall=0.0
1329,stand,0,delta_rise=0.75_fall=0.0
1329,stem,0,delta_rise=0.75_fall=0.0
1329,snow,1,delta_rise=0.75_fall=0.0
1329,snack,1,delta_rise=0.75_fall=0.0
1329,snap,1,delta_rise=0.75_fall=0.0
1329,snit,0,delta_rise=0.75_fall=0.0
1329,sane,2,delta_rise=0.75_fall=0.25
1329,sample,1,delta_rise=0.75_fall=0.25
1329,ship,0,delta_rise=0.75_fall=0.25
1329,sought,0,delta_rise=0.75_fall=0.25
1329,santa,1,delta_rise=0.75_fall=0.25
1329,sack,0,delta_rise=0.75_fall=0.25
1329,sash,0,delta_rise=0.75_fall=0.25
1329,sympathize,1,delta_rise=0.75_fall=0.25
1329,simple,1,delta_rise=0.75_fall=0.25
1329,stack,1,delta_rise=0.75_fall=0.25
1329,stock,1,delta_rise=0.75_fall=0.25
1329,sap,1,delta_rise=0.75_fall=0.25
1329,similar,1,delta_rise=0.75_fall=0.25
1329,sister,0,delta_rise=0.75_fall=0.25
1329,stand,0,delta_rise=0.75_fall=0.25
1329,stem,0,delta_rise=0.75_fall=0.25
1329,snow,1,delta_rise=0.75_fall=0.25
1329,snack,1,delta_rise=0.75_fall=0.25
1329,snap,1,delta_rise=0.75_fall=0.25
1329,snit,0,delta_rise=0.75_fall=0.25
1329,sane,2,delta_rise=0.75_fall=0.5
1329,sample,1,delta_rise=0.75_fall=0.5
1329,ship,0,delta_rise=0.75_fall=0.5
1329,sought,0,delta_rise=0.75_fall=0.5
1329,santa,1,delta_rise=0.75_fall=0.5
1329,sack,0,delta_rise=0.75_fall=0.5
1329,sash,0,delta_rise=0.75_fall=0.5
1329,sympathize,1,delta_rise=0.75_fall=0.5
1329,simple,1,delta_rise=0.75_fall=0.5
1329,stack,1,delta_rise=0.75_fall=0.5
1329,stock,1,delta_rise=0.75_fall=0.5
1329,sap,1,delta_rise=0.75_fall=0.5
1329,similar,1,delta_rise=0.75_fall=0.5
1329,sister,0,delta_rise=0.75_fall=0.5
1329,stand,0,delta_rise=0.75_fall=0.5
1329,stem,0,delta_rise=0.75_fall=0.5
1329,snow,1,delta_rise=0.75_fall=0.5
1329,snack,1,delta_rise=0.75_fall=0.5
1329,snap,1,delta_rise=0.75_fall=0.5
1329,snit,0,delta_rise=0.75_fall=0.5
1329,sane,2,delta_rise=0.75_fall=0.75
1329,sample,1,delta_rise=0.75_fall=0.75
1329,ship,0,delta_rise=0.75_fall=0.75
1329,sought,0,delta_rise=0.75_fall=0.75
1329,santa,1,delta_rise=0.75_fall=0.75
1329,sack,0,delta_rise=0.75_fall=0.75
1329,sash,0,delta_rise=0.75_fall=0.75
1329,sympathize,1,delta_rise=0.75_fall=0.75
1329,simple,1,delta_rise=0.75_fall=0.75
1329,stack,1,delta_rise=0.75_fall=0.75
1329,stock,1,delta_rise=0.75_fall=0.75
1329,sap,1,delta_rise=0.75_fall=0.75
1329,similar,1,delta_rise=0.75_fall=0.75
1329,sister,0,delta_rise=0.75_fall=0.75
1329,stand,0,delta_rise=0.75_fall=0.75
1329,stem,0,delta_rise=0.75_fall=0.75
1329,snow,1,delta_rise=0.75_fall=0.75
1329,snack,1,delta_rise=0.75_fall=0.75
1329,snap,1,delta_rise=0.75_fall=0.75
1329,snit,0,delta_rise=0.75_fall=0.75
1329,sane,2,delta_rise=0.75_fall=1.0
1329,sample,1,delta_rise=0.75_fall=1.0
1329,ship,0,delta_rise=0.75_fall=1.0
1329,sought,0,delta_rise=0.75_fall=1.0
1329,santa,1,delta_rise=0.75_fall=1.0
1329,sack,0,delta_rise=0.75_fall=1.0
1329,sash,0,delta_rise=0.75_fall=1.0
1329,sympathize,1,delta_rise=0.75_fall=1.0
1329,simple,1,delta_rise=0.75_fall=1.0
1329,stack,1,delta_rise=0.75_fall=1.0
1329,stock,1,delta_rise=0.75_fall=1.0
1329,sap,1,delta_rise=0.75_fall=1.0
1329,similar,1,delta_rise=0.75_fall=1.0
1329,sister,0,delta_rise=0.75_fall=1.0
1329,stand,0,delta_rise=0.75_fall=1.0
1329,stem,0,delta_rise=0.75_fall=1.0
1329,snow,0,delta_rise=0.75_fall=1.0
1329,snack,0,delta_rise=0.75_fall=1.0
1329,snap,0,delta_rise=0.75_fall=1.0
1329,snit,0,delta_rise=0.75_fall=1.0
1329,sane,2,delta_rise=1.0_fall=0.0
1329,sample,1,delta_rise=1.0_fall=0.0
1329,ship,0,delta_rise=1.0_fall=0.0
1329,sought,0,delta_rise=1.0_fall=0.0
1329,santa,1,delta_rise=1.0_fall=0.0
1329,sack,0,delta_rise=1.0_fall=0.0
1329,sash,0,delta_rise=1.0_fall=0.0
1329,sympathize,1,delta_rise=1.0_fall=0.0
1329,simple,1,delta_rise=1.0_fall=0.0
1329,stack,1,delta_rise=1.0_fall=0.0
1329,stock,1,delta_rise=1.0_fall=0.0
1329,sap,1,delta_rise=1.0_fall=0.0
1329,similar,1,delta_rise=1.0_fall=0.0
1329,sister,0,delta_rise=1.0_fall=0.0
1329,stand,0,delta_rise=1.0_fall=0.0
1329,stem,0,delta_rise=1.0_fall=0.0
1329,snow,1,delta_rise=1.0_fall=0.0
1329,snack,1,delta_rise=1.0_fall=0.0
1329,snap,1,delta_rise=1.0_fall=0.0
1329,snit,0,delta_rise=1.0_fall=0.0
1329,sane,2,delta_rise=1.0_fall=0.25
1329,sample,1,delta_rise=1.0_fall=0.25
1329,ship,0,delta_rise=1.0_fall=0.25
1329,sought,0,delta_rise=1.0_fall=0.25
1329,santa,1,delta_rise=1.0_fall=0.25
1329,sack,0,delta_rise=1.0_fall=0.25
1329,sash,0,delta_rise=1.0_fall=0.25
1329,sympathize,1,delta_rise=1.0_fall=0.25
1329,simple,1,delta_rise=1.0_fall=0.25
1329,stack,1,delta_rise=1.0_fall=0.25
1329,stock,1,delta_rise=1.0_fall=0.25
1329,sap,1,delta_rise=1.0_fall=0.25
1329,similar,1,delta_rise=1.0_fall=0.25
1329,sister,0,delta_rise=1.0_fall=0.25
1329,stand,0,delta_rise=1.0_fall=0.25
1329,stem,0,delta_rise=1.0_fall=0.25
1329,snow,1,delta_rise=1.0_fall=0.25
1329,snack,1,delta_rise=1.0_fall=0.25
1329,snap,1,delta_rise=1.0_fall=0.25
1329,snit,0,delta_rise=1.0_fall=0.25
1329,sane,2,delta_rise=1.0_fall=0.5
1329,sample,1,delta_rise=1.0_fall=0.5
1329,ship,0,delta_rise=1.0_fall=0.5
1329,sought,0,delta_rise=1.0_fall=0.5
1329,santa,1,delta_rise=1.0_fall=0.5
1329,sack,0,delta_rise=1.0_fall=0.5
1329,sash,0,delta_rise=1.0_fall=0.5
1329,sympathize,1,delta_rise=1.0_fall=0.5
1329,simple,1,delta_rise=1.0_fall=0.5
1329,stack,1,delta_rise=1.0_fall=0.5
1329,stock,1,delta_rise=1.0_fall=0.5
1329,sap,1,delta_rise=1.0_fall=0.5
1329,similar,1,delta_rise=1.0_fall=0.5
1329,sister,0,delta_rise=1.0_fall=0.5
1329,stand,0,delta_rise=1.0_fall=0.5
1329,stem,0,delta_rise=1.0_fall=0.5
1329,snow,1,delta_rise=1.0_fall=0.5
1329,snack,1,delta_rise=1.0_fall=0.5
1329,snap,1,delta_rise=1.0_fall=0.5
1329,snit,0,delta_rise=1.0_fall=0.5
1329,sane,2,delta_rise=1.0_fall=0.75
1329,sample,1,delta_rise=1.0_fall=0.75
1329,ship,0,delta_rise=1.0_fall=0.75
1329,sought,0,delta_rise=1.0_fall=0.75
1329,santa,1,delta_rise=1.0_fall=0.75
1329,sack,0,delta_rise=1.0_fall=0.75
1329,sash,0,delta_rise=1.0_fall=0.75
1329,sympathize,1,delta_rise=1.0_fall=0.75
1329,simple,1,delta_rise=1.0_fall=0.75
1329,stack,1,delta_rise=1.0_fall=0.75
1329,stock,1,delta_rise=1.0_fall=0.75
1329,sap,1,delta_rise=1.0_fall=0.75
1329,similar,1,delta_rise=1.0_fall=0.75
1329,sister,0,delta_rise=1.0_fall=0.75
1329,stand,0,delta_rise=1.0_fall=0.75
1329,stem,0,delta_rise=1.0_fall=0.75
1329,snow,1,delta_rise=1.0_fall=0.75
1329,snack,1,delta_rise=1.0_fall=0.75
1329,snap,1,delta_rise=1.0_fall=0.75
1329,snit,0,delta_rise=1.0_fall=0.75
1329,sane,2,delta_rise=1.0_fall=1.0
1329,sample,1,delta_rise=1.0_fall=1.0
1329,ship,0,delta_rise=1.0_fall=1.0
1329,sought,0,delta_rise=1.0_fall=1.0
1329,santa,1,delta_rise=1.0_fall=1.0
1329,sack,0,delta_rise=1.0_fall=1.0
1329,sash,0,delta_rise=1.0_fall=1.0
1329,sympathize,1,delta_rise=1.0_fall=1.0
1329,simple,1,delta_rise=1.0_fall=1.0
1329,stack,1,delta_rise=1.0_fall=1.0
1329,stock,1,delta_rise=1.0_fall=1.0
1329,sap,1,delta_rise=1.0_fall=1.0
1329,similar,1,delta_rise=1.0_fall=1.0
1329,sister,0,delta_rise=1.0_fall=1.0
1329,stand,0,delta_rise=1.0_fall=1.0
1329,stem,0,delta_rise=1.0_fall=1.0
1329,snow,0,delta_rise=1.0_fall=1.0
1329,snack,0,delta_rise=1.0_fall=1.0
1329,snap,0,delta_rise=1.0_fall=1.0
1329,snit,0,delta_rise=1.0_fall=1.0
1331,sleep,2,simdrop
1331,sun,0,simdrop
1331,sell,0,simdrop
1331,sap,0,simdrop
1331,some,1,simdrop
1331,seen,0,simdrop
1331,story,0,simdrop
1331,stink,1,simdrop
1331,stub,0,simdrop
1331,sap,0,simdrop
1331,chesterfield,1,simdrop
1331,sit,0,simdrop
1331,some,2,simdrop
1331,sleep,2,delta_rise=0.0_fall=0.0
1331,sun,0,delta_rise=0.0_fall=0.0
1331,sell,1,delta_rise=0.0_fall=0.0
1331,sap,1,delta_rise=0.0_fall=0.0
1331,some,1,delta_rise=0.0_fall=0.0
1331,seen,0,delta_rise=0.0_fall=0.0
1331,story,1,delta_rise=0.0_fall=0.0
1331,stink,1,delta_rise=0.0_fall=0.0
1331,stub,0,delta_rise=0.0_fall=0.0
1331,sap,1,delta_rise=0.0_fall=0.0
1331,chesterfield,1,delta_rise=0.0_fall=0.0
1331,sit,0,delta_rise=0.0_fall=0.0
1331,some,1,delta_rise=0.0_fall=0.0
1331,sleep,2,delta_rise=0.0_fall=0.25
1331,sun,0,delta_rise=0.0_fall=0.25
1331,sell,1,delta_rise=0.0_fall=0.25
1331,sap,1,delta_rise=0.0_fall=0.25
1331,some,1,delta_rise=0.0_fall=0.25
1331,seen,0,delta_rise=0.0_fall=0.25
1331,story,1,delta_rise=0.0_fall=0.25
1331,stink,1,delta_rise=0.0_fall=0.25
1331,stub,0,delta_rise=0.0_fall=0.25
1331,sap,0,delta_rise=0.0_fall=0.25
1331,chesterfield,1,delta_rise=0.0_fall=0.25
1331,sit,0,delta_rise=0.0_fall=0.25
1331,some,1,delta_rise=0.0_fall=0.25
1331,sleep,2,delta_rise=0.0_fall=0.5
1331,sun,0,delta_rise=0.0_fall=0.5
1331,sell,1,delta_rise=0.0_fall=0.5
1331,sap,1,delta_rise=0.0_fall=0.5
1331,some,1,delta_rise=0.0_fall=0.5
1331,seen,0,delta_rise=0.0_fall=0.5
1331,story,0,delta_rise=0.0_fall=0.5
1331,stink,1,delta_rise=0.0_fall=0.5
1331,stub,0,delta_rise=0.0_fall=0.5
1331,sap,0,delta_rise=0.0_fall=0.5
1331,chesterfield,1,delta_rise=0.0_fall=0.5
1331,sit,0,delta_rise=0.0_fall=0.5
1331,some,1,delta_rise=0.0_fall=0.5
1331,sleep,2,delta_rise=0.0_fall=0.75
1331,sun,0,delta_rise=0.0_fall=0.75
1331,sell,1,delta_rise=0.0_fall=0.75
1331,sap,1,delta_rise=0.0_fall=0.75
1331,some,1,delta_rise=0.0_fall=0.75
1331,seen,0,delta_rise=0.0_fall=0.75
1331,story,0,delta_rise=0.0_fall=0.75
1331,stink,1,delta_rise=0.0_fall=0.75
1331,stub,0,delta_rise=0.0_fall=0.75
1331,sap,0,delta_rise=0.0_fall=0.75
1331,chesterfield,1,delta_rise=0.0_fall=0.75
1331,sit,0,delta_rise=0.0_fall=0.75
1331,some,1,delta_rise=0.0_fall=0.75
1331,sleep,2,delta_rise=0.0_fall=1.0
1331,sun,0,delta_rise=0.0_fall=1.0
1331,sell,1,delta_rise=0.0_fall=1.0
1331,sap,1,delta_rise=0.0_fall=1.0
1331,some,1,delta_rise=0.0_fall=1.0
1331,seen,0,delta_rise=0.0_fall=1.0
1331,story,0,delta_rise=0.0_fall=1.0
1331,stink,1,delta_rise=0.0_fall=1.0
1331,stub,0,delta_rise=0.0_fall=1.0
1331,sap,0,delta_rise=0.0_fall=1.0
1331,chesterfield,1,delta_rise=0.0_fall=1.0
1331,sit,0,delta_rise=0.0_fall=1.0
1331,some,1,delta_rise=0.0_fall=1.0
1331,sleep,2,delta_rise=0.25_fall=0.0
1331,sun,0,delta_rise=0.25_fall=0.0
1331,sell,1,delta_rise=0.25_fall=0.0
1331,sap,1,delta_rise=0.25_fall=0.0
1331,some,1,delta_rise=0.25_fall=0.0
1331,seen,0,delta_rise=0.25_fall=0.0
1331,story,1,delta_rise=0.25_fall=0.0
1331,stink,1,delta_rise=0.25_fall=0.0
1331,stub,0,delta_rise=0.25_fall=0.0
1331,sap,1,delta_rise=0.25_fall=0.0
1331,chesterfield,1,delta_rise=0.25_fall=0.0
1331,sit,0,delta_rise=0.25_fall=0.0
1331,some,1,delta_rise=0.25_fall=0.0
1331,sleep,2,delta_rise=0.25_fall=0.25
1331,sun,0,delta_rise=0.25_fall=0.25
1331,sell,1,delta_rise=0.25_fall=0.25
1331,sap,1,delta_rise=0.25_fall=0.25
1331,some,1,delta_rise=0.25_fall=0.25
1331,seen,0,delta_rise=0.25_fall=0.25
1331,story,1,delta_rise=0.25_fall=0.25
1331,stink,1,delta_rise=0.25_fall=0.25
1331,stub,0,delta_rise=0.25_fall=0.25
1331,sap,0,delta_rise=0.25_fall=0.25
1331,chesterfield,1,delta_rise=0.25_fall=0.25
1331,sit,0,delta_rise=0.25_fall=0.25
1331,some,1,delta_rise=0.25_fall=0.25
1331,sleep,2,delta_rise=0.25_fall=0.5
1331,sun,0,delta_rise=0.25_fall=0.5
1331,sell,1,delta_rise=0.25_fall=0.5
1331,sap,1,delta_rise=0.25_fall=0.5
1331,some,1,delta_rise=0.25_fall=0.5
1331,seen,0,delta_rise=0.25_fall=0.5
1331,story,0,delta_rise=0.25_fall=0.5
1331,stink,1,delta_rise=0.25_fall=0.5
1331,stub,0,delta_rise=0.25_fall=0.5
1331,sap,0,delta_rise=0.25_fall=0.5
1331,chesterfield,1,delta_rise=0.25_fall=0.5
1331,sit,0,delta_rise=0.25_fall=0.5
1331,some,1,delta_rise=0.25_fall=0.5
1331,sleep,2,delta_rise=0.25_fall=0.75
1331,sun,0,delta_rise=0.25_fall=0.75
1331,sell,1,delta_rise=0.25_fall=0.75
1331,sap,1,delta_rise=0.25_fall=0.75
1331,some,1,delta_rise=0.25_fall=0.75
1331,seen,0,delta_rise=0.25_fall=0.75
1331,story,0,delta_rise=0.25_fall=0.75
1331,stink,1,delta_rise=0.25_fall=0.75
1331,stub,0,delta_rise=0.25_fall=0.75
1331,sap,0,delta_rise=0.25_fall=0.75
1331,chesterfield,1,delta_rise=0.25_fall=0.75
1331,sit,0,delta_rise=0.25_fall=0.75
1331,some,1,delta_rise=0.25_fall=0.75
1331,sleep,2,delta_rise=0.25_fall=1.0
1331,sun,0,delta_rise=0.25_fall=1.0
1331,sell,1,delta_rise=0.25_fall=1.0
1331,sap,1,delta_rise=0.25_fall=1.0
1331,some,1,delta_rise=0.25_fall=1.0
1331,seen,0,delta_rise=0.25_fall=1.0
1331,story,0,delta_rise=0.25_fall=1.0
1331,stink,1,delta_rise=0.25_fall=1.0
1331,stub,0,delta_rise=0.25_fall=1.0
1331,sap,0,delta_rise=0.25_fall=1.0
1331,chesterfield,1,delta_rise=0.25_fall=1.0
1331,sit,0,delta_rise=0.25_fall=1.0
1331,some,1,delta_rise=0.25_fall=1.0
1331,sleep,2,delta_rise=0.5_fall=0.0
1331,sun,0,delta_rise=0.5_fall=0.0
1331,sell,1,delta_rise=0.5_fall=0.0
1331,sap,1,delta_rise=0.5_fall=0.0
1331,some,1,delta_rise=0.5_fall=0.0
1331,seen,0,delta_rise=0.5_fall=0.0
1331,story,1,delta_rise=0.5_fall=0.0
1331,stink,1,delta_rise=0.5_fall=0.0
1331,stub,0,delta_rise=0.5_fall=0.0
1331,sap,1,delta_rise=0.5_fall=0.0
1331,chesterfield,1,delta_rise=0.5_fall=0.0
1331,sit,1,delta_rise=0.5_fall=0.0
1331,some,1,delta_rise=0.5_fall=0.0
1331,sleep,2,delta_rise=0.5_fall=0.25
1331,sun,0,delta_rise=0.5_fall=0.25
1331,sell,1,delta_rise=0.5_fall=0.25
1331,sap,1,delta_rise=0.5_fall=0.25
1331,some,1,delta_rise=0.5_fall=0.25
1331,seen,0,delta_rise=0.5_fall=0.25
1331,story,1,delta_rise=0.5_fall=0.25
1331,stink,1,delta_rise=0.5_fall=0.25
1331,stub,0,delta_rise=0.5_fall=0.25
1331,sap,0,delta_rise=0.5_fall=0.25
1331,chesterfield,1,delta_rise=0.5_fall=0.25
1331,sit,1,delta_rise=0.5_fall=0.25
1331,some,1,delta_rise=0.5_fall=0.25
1331,sleep,2,delta_rise=0.5_fall=0.5
1331,sun,0,delta_rise=0.5_fall=0.5
1331,sell,1,delta_rise=0.5_fall=0.5
1331,sap,1,delta_rise=0.5_fall=0.5
1331,some,1,delta_rise=0.5_fall=0.5
1331,seen,0,delta_rise=0.5_fall=0.5
1331,story,0,delta_rise=0.5_fall=0.5
1331,stink,1,delta_rise=0.5_fall=0.5
1331,stub,0,delta_rise=0.5_fall=0.5
1331,sap,0,delta_rise=0.5_fall=0.5
1331,chesterfield,1,delta_rise=0.5_fall=0.5
1331,sit,1,delta_rise=0.5_fall=0.5
1331,some,1,delta_rise=0.5_fall=0.5
1331,sleep,2,delta_rise=0.5_fall=0.75
1331,sun,0,delta_rise=0.5_fall=0.75
1331,sell,1,delta_rise=0.5_fall=0.75
1331,sap,1,delta_rise=0.5_fall=0.75
1331,some,1,delta_rise=0.5_fall=0.75
1331,seen,0,delta_rise=0.5_fall=0.75
1331,story,0,delta_rise=0.5_fall=0.75
1331,stink,1,delta_rise=0.5_fall=0.75
1331,stub,0,delta_rise=0.5_fall=0.75
1331,sap,0,delta_rise=0.5_fall=0.75
1331,chesterfield,1,delta_rise=0.5_fall=0.75
1331,sit,1,delta_rise=0.5_fall=0.75
1331,some,1,delta_rise=0.5_fall=0.75
1331,sleep,2,delta_rise=0.5_fall=1.0
1331,sun,0,delta_rise=0.5_fall=1.0
1331,sell,1,delta_rise=0.5_fall=1.0
1331,sap,1,delta_rise=0.5_fall=1.0
1331,some,1,delta_rise=0.5_fall=1.0
1331,seen,0,delta_rise=0.5_fall=1.0
1331,story,0,delta_rise=0.5_fall=1.0
1331,stink,1,delta_rise=0.5_fall=1.0
1331,stub,0,delta_rise=0.5_fall=1.0
1331,sap,0,delta_rise=0.5_fall=1.0
1331,chesterfield,1,delta_rise=0.5_fall=1.0
1331,sit,1,delta_rise=0.5_fall=1.0
1331,some,1,delta_rise=0.5_fall=1.0
1331,sleep,2,delta_rise=0.75_fall=0.0
1331,sun,0,delta_rise=0.75_fall=0.0
1331,sell,1,delta_rise=0.75_fall=0.0
1331,sap,1,delta_rise=0.75_fall=0.0
1331,some,1,delta_rise=0.75_fall=0.0
1331,seen,0,delta_rise=0.75_fall=0.0
1331,story,1,delta_rise=0.75_fall=0.0
1331,stink,1,delta_rise=0.75_fall=0.0
1331,stub,0,delta_rise=0.75_fall=0.0
1331,sap,1,delta_rise=0.75_fall=0.0
1331,chesterfield,1,delta_rise=0.75_fall=0.0
1331,sit,1,delta_rise=0.75_fall=0.0
1331,some,1,delta_rise=0.75_fall=0.0
1331,sleep,2,delta_rise=0.75_fall=0.25
1331,sun,0,delta_rise=0.75_fall=0.25
1331,sell,1,delta_rise=0.75_fall=0.25
1331,sap,1,delta_rise=0.75_fall=0.25
1331,some,1,delta_rise=0.75_fall=0.25
1331,seen,0,delta_rise=0.75_fall=0.25
1331,story,1,delta_rise=0.75_fall=0.25
1331,stink,1,delta_rise=0.75_fall=0.25
1331,stub,0,delta_rise=0.75_fall=0.25
1331,sap,0,delta_rise=0.75_fall=0.25
1331,chesterfield,1,delta_rise=0.75_fall=0.25
1331,sit,1,delta_rise=0.75_fall=0.25
1331,some,1,delta_rise=0.75_fall=0.25
1331,sleep,2,delta_rise=0.75_fall=0.5
1331,sun,0,delta_rise=0.75_fall=0.5
1331,sell,1,delta_rise=0.75_fall=0.5
1331,sap,1,delta_rise=0.75_fall=0.5
1331,some,1,delta_rise=0.75_fall=0.5
1331,seen,0,delta_rise=0.75_fall=0.5
1331,story,0,delta_rise=0.75_fall=0.5
1331,stink,1,delta_rise=0.75_fall=0.5
1331,stub,0,delta_rise=0.75_fall=0.5
1331,sap,0,delta_rise=0.75_fall=0.5
1331,chesterfield,1,delta_rise=0.75_fall=0.5
1331,sit,1,delta_rise=0.75_fall=0.5
1331,some,1,delta_rise=0.75_fall=0.5
1331,sleep,2,delta_rise=0.75_fall=0.75
1331,sun,0,delta_rise=0.75_fall=0.75
1331,sell,1,delta_rise=0.75_fall=0.75
1331,sap,1,delta_rise=0.75_fall=0.75
1331,some,1,delta_rise=0.75_fall=0.75
1331,seen,0,delta_rise=0.75_fall=0.75
1331,story,0,delta_rise=0.75_fall=0.75
1331,stink,1,delta_rise=0.75_fall=0.75
1331,stub,0,delta_rise=0.75_fall=0.75
1331,sap,0,delta_rise=0.75_fall=0.75
1331,chesterfield,1,delta_rise=0.75_fall=0.75
1331,sit,1,delta_rise=0.75_fall=0.75
1331,some,1,delta_rise=0.75_fall=0.75
1331,sleep,2,delta_rise=0.75_fall=1.0
1331,sun,0,delta_rise=0.75_fall=1.0
1331,sell,1,delta_rise=0.75_fall=1.0
1331,sap,1,delta_rise=0.75_fall=1.0
1331,some,1,delta_rise=0.75_fall=1.0
1331,seen,0,delta_rise=0.75_fall=1.0
1331,story,0,delta_rise=0.75_fall=1.0
1331,stink,1,delta_rise=0.75_fall=1.0
1331,stub,0,delta_rise=0.75_fall=1.0
1331,sap,0,delta_rise=0.75_fall=1.0
1331,chesterfield,1,delta_rise=0.75_fall=1.0
1331,sit,1,delta_rise=0.75_fall=1.0
1331,some,1,delta_rise=0.75_fall=1.0
1331,sleep,2,delta_rise=1.0_fall=0.0
1331,sun,0,delta_rise=1.0_fall=0.0
1331,sell,1,delta_rise=1.0_fall=0.0
1331,sap,1,delta_rise=1.0_fall=0.0
1331,some,1,delta_rise=1.0_fall=0.0
1331,seen,0,delta_rise=1.0_fall=0.0
1331,story,1,delta_rise=1.0_fall=0.0
